transaction_id|transaction_date|transaction_time|transaction_qty|store_id|store_location|product_id|unit_price|product_category|product_type|product_detail
73273|2023-04-22|10:49:21|1|5|Lower Manhattan|8|45.0|Coffee beans|Premium Beans|Civet Cat
73274|2023-04-22|10:51:29|2|5|Lower Manhattan|55|4.0|Tea|Brewed Chai tea|Morning Sunrise Chai Lg
73275|2023-04-22|10:52:15|1|3|Astoria|40|3.75|Coffee|Barista Espresso|Cappuccino
73276|2023-04-22|10:52:28|3|5|Lower Manhattan|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
73277|2023-04-22|10:52:28|1|5|Lower Manhattan|1|18.0|Coffee beans|Organic Beans|Brazilian - Organic
73278|2023-04-22|10:52:36|1|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
73279|2023-04-22|10:53:01|2|5|Lower Manhattan|39|4.25|Coffee|Barista Espresso|Latte Rg
73280|2023-04-22|10:53:01|1|5|Lower Manhattan|63|0.8|Flavours|Regular syrup|Carmel syrup
73281|2023-04-22|10:54:00|1|3|Astoria|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
73282|2023-04-22|10:54:24|3|5|Lower Manhattan|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
73283|2023-04-22|10:55:15|3|5|Lower Manhattan|87|2.1|Coffee|Barista Espresso|Ouro Brasileiro shot
73284|2023-04-22|10:55:15|3|5|Lower Manhattan|72|2.65|Bakery|Scone|Ginger Scone
73285|2023-04-22|10:55:15|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
73286|2023-04-22|10:55:40|2|5|Lower Manhattan|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
73287|2023-04-22|10:57:54|3|5|Lower Manhattan|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
73288|2023-04-22|10:57:54|1|5|Lower Manhattan|82|12.0|Branded|Housewares|I Need My Bean! Diner mug
73289|2023-04-22|11:00:30|1|3|Astoria|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
73290|2023-04-22|11:01:43|2|3|Astoria|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
73291|2023-04-22|11:02:02|1|8|Hell's Kitchen|40|3.75|Coffee|Barista Espresso|Cappuccino
73292|2023-04-22|11:02:02|1|8|Hell's Kitchen|65|0.8|Flavours|Sugar free syrup|Sugar Free Vanilla syrup
73293|2023-04-22|11:02:04|2|8|Hell's Kitchen|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
73294|2023-04-22|11:02:30|2|8|Hell's Kitchen|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
73295|2023-04-22|11:03:03|2|8|Hell's Kitchen|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
73296|2023-04-22|11:04:17|1|5|Lower Manhattan|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
73297|2023-04-22|11:05:56|2|3|Astoria|39|4.25|Coffee|Barista Espresso|Latte Rg
73298|2023-04-22|11:07:48|1|8|Hell's Kitchen|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
73299|2023-04-22|11:10:10|2|3|Astoria|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
73300|2023-04-22|11:10:24|2|3|Astoria|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
73301|2023-04-22|11:10:24|1|3|Astoria|72|3.25|Bakery|Scone|Ginger Scone
73302|2023-04-22|11:13:54|2|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
73303|2023-04-22|11:13:54|1|3|Astoria|78|4.5|Bakery|Scone|Scottish Cream Scone 
73304|2023-04-22|11:14:56|1|8|Hell's Kitchen|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
73305|2023-04-22|11:16:51|1|8|Hell's Kitchen|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
73306|2023-04-22|11:17:50|1|3|Astoria|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
73307|2023-04-22|11:18:13|2|8|Hell's Kitchen|39|4.25|Coffee|Barista Espresso|Latte Rg
73308|2023-04-22|11:19:14|1|5|Lower Manhattan|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
73309|2023-04-22|11:19:17|1|8|Hell's Kitchen|73|3.75|Bakery|Pastry|Almond Croissant
73310|2023-04-22|11:20:13|1|3|Astoria|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
73311|2023-04-22|11:20:23|1|8|Hell's Kitchen|75|3.5|Bakery|Pastry|Croissant
73312|2023-04-22|11:24:13|1|8|Hell's Kitchen|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
73313|2023-04-22|11:25:05|1|3|Astoria|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
73314|2023-04-22|11:25:53|1|8|Hell's Kitchen|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
73315|2023-04-22|11:26:20|2|8|Hell's Kitchen|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
73316|2023-04-22|11:27:14|2|3|Astoria|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
73317|2023-04-22|11:29:46|2|5|Lower Manhattan|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
73318|2023-04-22|11:29:47|3|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
73319|2023-04-22|11:29:47|1|5|Lower Manhattan|64|0.8|Flavours|Regular syrup|Hazelnut syrup
73320|2023-04-22|11:29:51|2|5|Lower Manhattan|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
73321|2023-04-22|11:29:53|1|8|Hell's Kitchen|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
73322|2023-04-22|11:31:59|1|5|Lower Manhattan|38|3.75|Coffee|Barista Espresso|Latte
73323|2023-04-22|11:31:59|2|5|Lower Manhattan|65|0.8|Flavours|Sugar free syrup|Sugar Free Vanilla syrup
73324|2023-04-22|11:33:34|2|3|Astoria|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
73325|2023-04-22|11:35:08|1|3|Astoria|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
73326|2023-04-22|11:38:46|1|8|Hell's Kitchen|72|3.25|Bakery|Scone|Ginger Scone
73327|2023-04-22|11:38:46|1|8|Hell's Kitchen|87|2.1|Coffee|Barista Espresso|Ouro Brasileiro shot
73328|2023-04-22|11:40:02|2|3|Astoria|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
73329|2023-04-22|11:40:33|2|3|Astoria|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
73330|2023-04-22|11:41:10|2|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
73331|2023-04-22|11:41:54|2|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
73332|2023-04-22|11:42:53|1|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
73333|2023-04-22|11:42:53|1|3|Astoria|76|3.5|Bakery|Biscotti|Chocolate Chip Biscotti
73334|2023-04-22|11:43:37|2|8|Hell's Kitchen|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
73335|2023-04-22|11:43:37|1|8|Hell's Kitchen|10|10.0|Coffee beans|Green beans|Guatemalan Sustainably Grown
73336|2023-04-22|11:44:10|1|3|Astoria|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
73337|2023-04-22|11:45:36|1|8|Hell's Kitchen|75|3.5|Bakery|Pastry|Croissant
73338|2023-04-22|11:47:55|2|5|Lower Manhattan|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
73339|2023-04-22|11:47:55|1|5|Lower Manhattan|74|3.5|Bakery|Biscotti|Ginger Biscotti
73340|2023-04-22|11:47:55|1|5|Lower Manhattan|3|14.75|Coffee beans|Espresso Beans|Espresso Roast
73341|2023-04-22|11:48:18|1|3|Astoria|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
73342|2023-04-22|11:48:35|2|5|Lower Manhattan|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
73343|2023-04-22|11:50:13|1|3|Astoria|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
73344|2023-04-22|11:51:53|1|3|Astoria|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
73345|2023-04-22|11:53:53|1|8|Hell's Kitchen|40|3.75|Coffee|Barista Espresso|Cappuccino
73346|2023-04-22|11:54:08|2|3|Astoria|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
73347|2023-04-22|11:55:00|2|5|Lower Manhattan|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
73348|2023-04-22|11:55:00|1|5|Lower Manhattan|79|3.75|Bakery|Scone|Jumbo Savory Scone
73349|2023-04-22|11:55:19|3|5|Lower Manhattan|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
73350|2023-04-22|11:58:55|2|3|Astoria|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
73351|2023-04-22|12:00:56|2|8|Hell's Kitchen|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
73352|2023-04-22|12:01:06|2|3|Astoria|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
73353|2023-04-22|12:02:49|1|3|Astoria|39|4.25|Coffee|Barista Espresso|Latte Rg
73354|2023-04-22|12:03:16|1|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
73355|2023-04-22|12:05:21|2|8|Hell's Kitchen|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
73356|2023-04-22|12:07:06|3|5|Lower Manhattan|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
73357|2023-04-22|12:09:05|1|3|Astoria|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
73358|2023-04-22|12:09:44|1|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
73359|2023-04-22|12:10:05|1|3|Astoria|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
73360|2023-04-22|12:10:37|2|3|Astoria|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
73361|2023-04-22|12:12:34|3|5|Lower Manhattan|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
73362|2023-04-22|12:13:23|3|5|Lower Manhattan|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
73363|2023-04-22|12:13:23|1|5|Lower Manhattan|70|3.25|Bakery|Scone|Cranberry Scone
73364|2023-04-22|12:14:16|1|3|Astoria|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
73365|2023-04-22|12:14:28|1|3|Astoria|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
73366|2023-04-22|12:15:45|1|8|Hell's Kitchen|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
73367|2023-04-22|12:15:47|2|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
73368|2023-04-22|12:15:47|1|3|Astoria|69|3.25|Bakery|Biscotti|Hazelnut Biscotti
73369|2023-04-22|12:16:01|1|5|Lower Manhattan|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
73370|2023-04-22|12:16:01|1|5|Lower Manhattan|70|3.25|Bakery|Scone|Cranberry Scone
73371|2023-04-22|12:17:54|1|3|Astoria|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
73372|2023-04-22|12:18:05|1|3|Astoria|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
73373|2023-04-22|12:19:22|1|3|Astoria|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
73374|2023-04-22|12:19:22|1|5|Lower Manhattan|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
73375|2023-04-22|12:21:20|2|3|Astoria|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
73376|2023-04-22|12:26:21|2|3|Astoria|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
73377|2023-04-22|12:26:22|2|5|Lower Manhattan|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
73378|2023-04-22|12:26:55|2|3|Astoria|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
73379|2023-04-22|12:26:55|1|3|Astoria|70|3.25|Bakery|Scone|Cranberry Scone
73380|2023-04-22|12:30:54|1|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
73381|2023-04-22|12:33:06|1|5|Lower Manhattan|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
73382|2023-04-22|12:37:30|1|8|Hell's Kitchen|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
73383|2023-04-22|12:39:44|2|5|Lower Manhattan|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
73384|2023-04-22|12:39:48|2|3|Astoria|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
73385|2023-04-22|12:41:48|1|8|Hell's Kitchen|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
73386|2023-04-22|12:43:08|1|5|Lower Manhattan|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
73387|2023-04-22|12:43:33|2|3|Astoria|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
73388|2023-04-22|12:45:16|3|5|Lower Manhattan|39|4.25|Coffee|Barista Espresso|Latte Rg
73389|2023-04-22|12:45:16|1|5|Lower Manhattan|84|0.8|Flavours|Regular syrup|Chocolate syrup
73390|2023-04-22|12:45:46|2|3|Astoria|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
73391|2023-04-22|12:45:51|2|5|Lower Manhattan|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
73392|2023-04-22|12:45:51|1|5|Lower Manhattan|64|0.8|Flavours|Regular syrup|Hazelnut syrup
73393|2023-04-22|12:47:15|2|3|Astoria|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
73394|2023-04-22|12:48:43|2|3|Astoria|40|3.75|Coffee|Barista Espresso|Cappuccino
73395|2023-04-22|12:55:56|3|5|Lower Manhattan|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
73396|2023-04-22|12:56:44|2|5|Lower Manhattan|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
73397|2023-04-22|13:02:40|2|3|Astoria|39|4.25|Coffee|Barista Espresso|Latte Rg
73398|2023-04-22|13:03:01|1|8|Hell's Kitchen|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
73399|2023-04-22|13:03:19|2|3|Astoria|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
73400|2023-04-22|13:03:51|1|5|Lower Manhattan|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
73401|2023-04-22|13:07:14|2|5|Lower Manhattan|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
73402|2023-04-22|13:07:14|1|5|Lower Manhattan|17|9.5|Loose Tea|Chai tea|Morning Sunrise Chai
73403|2023-04-22|13:09:05|2|5|Lower Manhattan|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
73404|2023-04-22|13:09:12|1|3|Astoria|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
73405|2023-04-22|13:09:44|3|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
73406|2023-04-22|13:09:44|1|5|Lower Manhattan|64|0.8|Flavours|Regular syrup|Hazelnut syrup
73407|2023-04-22|13:10:00|2|8|Hell's Kitchen|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
73408|2023-04-22|13:10:10|2|8|Hell's Kitchen|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
73409|2023-04-22|13:10:33|2|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
73410|2023-04-22|13:10:51|2|3|Astoria|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
73411|2023-04-22|13:12:15|2|3|Astoria|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
73412|2023-04-22|13:13:50|1|8|Hell's Kitchen|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
73413|2023-04-22|13:15:41|2|3|Astoria|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
73414|2023-04-22|13:15:46|1|8|Hell's Kitchen|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
73415|2023-04-22|13:16:20|2|3|Astoria|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
73416|2023-04-22|13:16:43|2|3|Astoria|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
73417|2023-04-22|13:16:45|1|5|Lower Manhattan|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
73418|2023-04-22|13:18:00|2|3|Astoria|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
73419|2023-04-22|13:18:07|2|5|Lower Manhattan|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
73420|2023-04-22|13:18:27|1|3|Astoria|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
73421|2023-04-22|13:18:27|1|3|Astoria|79|3.75|Bakery|Scone|Jumbo Savory Scone
73422|2023-04-22|13:18:59|1|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
73423|2023-04-22|13:19:53|1|3|Astoria|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
73424|2023-04-22|13:21:16|2|5|Lower Manhattan|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
73425|2023-04-22|13:25:30|2|3|Astoria|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
73426|2023-04-22|13:26:08|1|8|Hell's Kitchen|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
73427|2023-04-22|13:29:01|2|3|Astoria|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
73428|2023-04-22|13:30:09|2|5|Lower Manhattan|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
73429|2023-04-22|13:31:19|2|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
73430|2023-04-22|13:35:33|2|3|Astoria|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
73431|2023-04-22|13:38:10|2|5|Lower Manhattan|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
73432|2023-04-22|13:38:10|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
73433|2023-04-22|13:40:06|1|5|Lower Manhattan|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
73434|2023-04-22|13:40:54|2|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
73435|2023-04-22|13:41:11|1|5|Lower Manhattan|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
73436|2023-04-22|13:41:11|1|5|Lower Manhattan|77|3.0|Bakery|Scone|Oatmeal Scone
73437|2023-04-22|13:42:35|1|8|Hell's Kitchen|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
73438|2023-04-22|13:42:40|2|8|Hell's Kitchen|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
73439|2023-04-22|13:45:19|1|8|Hell's Kitchen|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
73440|2023-04-22|13:51:43|2|3|Astoria|40|3.75|Coffee|Barista Espresso|Cappuccino
73441|2023-04-22|13:51:45|2|3|Astoria|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
73442|2023-04-22|13:52:20|2|3|Astoria|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
73443|2023-04-22|13:52:32|2|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
73444|2023-04-22|13:54:53|2|5|Lower Manhattan|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
73445|2023-04-22|13:54:53|1|5|Lower Manhattan|73|3.75|Bakery|Pastry|Almond Croissant
73446|2023-04-22|13:58:03|2|3|Astoria|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
73447|2023-04-22|14:00:57|1|3|Astoria|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
73448|2023-04-22|14:02:39|1|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
73449|2023-04-22|14:03:59|2|5|Lower Manhattan|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
73450|2023-04-22|14:05:10|2|8|Hell's Kitchen|37|3.0|Coffee|Barista Espresso|Espresso shot
73451|2023-04-22|14:05:10|1|8|Hell's Kitchen|63|0.8|Flavours|Regular syrup|Carmel syrup
73452|2023-04-22|14:08:54|1|5|Lower Manhattan|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
73453|2023-04-22|14:09:01|1|8|Hell's Kitchen|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
73454|2023-04-22|14:16:14|1|3|Astoria|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
73455|2023-04-22|14:20:01|2|5|Lower Manhattan|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
73456|2023-04-22|14:21:09|2|3|Astoria|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
73457|2023-04-22|14:22:11|2|3|Astoria|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
73458|2023-04-22|14:22:44|2|8|Hell's Kitchen|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
73459|2023-04-22|14:25:42|2|8|Hell's Kitchen|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
73460|2023-04-22|14:28:48|2|8|Hell's Kitchen|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
73461|2023-04-22|14:29:10|2|3|Astoria|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
73462|2023-04-22|14:29:10|1|3|Astoria|71|3.75|Bakery|Pastry|Chocolate Croissant
73463|2023-04-22|14:32:16|3|5|Lower Manhattan|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
73464|2023-04-22|14:32:16|1|5|Lower Manhattan|21|13.33|Packaged Chocolate|Drinking Chocolate|Chili Mayan
73465|2023-04-22|14:34:54|1|8|Hell's Kitchen|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
73466|2023-04-22|14:37:45|2|3|Astoria|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
73467|2023-04-22|14:38:34|1|8|Hell's Kitchen|75|3.5|Bakery|Pastry|Croissant
73468|2023-04-22|14:39:53|1|8|Hell's Kitchen|39|4.25|Coffee|Barista Espresso|Latte Rg
73469|2023-04-22|14:39:53|2|8|Hell's Kitchen|63|0.8|Flavours|Regular syrup|Carmel syrup
73470|2023-04-22|14:39:56|1|3|Astoria|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
73471|2023-04-22|14:40:21|2|8|Hell's Kitchen|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
73472|2023-04-22|14:40:23|2|5|Lower Manhattan|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
73473|2023-04-22|14:40:23|2|5|Lower Manhattan|63|0.8|Flavours|Regular syrup|Carmel syrup
73474|2023-04-22|14:40:44|1|3|Astoria|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
73475|2023-04-22|14:40:44|1|3|Astoria|70|3.25|Bakery|Scone|Cranberry Scone
73476|2023-04-22|14:43:00|2|8|Hell's Kitchen|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
73477|2023-04-22|14:43:25|1|8|Hell's Kitchen|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
73478|2023-04-22|14:43:37|1|3|Astoria|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
73479|2023-04-22|14:45:41|1|8|Hell's Kitchen|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
73480|2023-04-22|14:46:11|2|3|Astoria|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
73481|2023-04-22|14:46:29|1|3|Astoria|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
73482|2023-04-22|14:48:36|2|3|Astoria|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
73483|2023-04-22|14:48:36|1|3|Astoria|75|3.5|Bakery|Pastry|Croissant
73484|2023-04-22|14:48:36|2|5|Lower Manhattan|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
73485|2023-04-22|14:50:54|1|8|Hell's Kitchen|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
73486|2023-04-22|14:52:31|2|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
73487|2023-04-22|14:52:42|2|3|Astoria|39|4.25|Coffee|Barista Espresso|Latte Rg
73488|2023-04-22|14:54:09|1|8|Hell's Kitchen|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
73489|2023-04-22|14:54:40|2|8|Hell's Kitchen|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
73490|2023-04-22|14:55:40|2|3|Astoria|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
73491|2023-04-22|14:56:14|2|3|Astoria|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
73492|2023-04-22|14:56:46|2|5|Lower Manhattan|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
73493|2023-04-22|14:57:49|2|8|Hell's Kitchen|40|3.75|Coffee|Barista Espresso|Cappuccino
73494|2023-04-22|14:57:49|1|8|Hell's Kitchen|63|0.8|Flavours|Regular syrup|Carmel syrup
73495|2023-04-22|15:00:42|2|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
73496|2023-04-22|15:01:22|1|3|Astoria|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
73497|2023-04-22|15:12:15|1|8|Hell's Kitchen|52|2.5|Tea|Brewed Chai tea|Traditional Blend Chai Rg
73498|2023-04-22|15:12:15|1|8|Hell's Kitchen|76|3.5|Bakery|Biscotti|Chocolate Chip Biscotti
73499|2023-04-22|15:16:04|2|3|Astoria|22|2.0|Coffee|Drip coffee|Our Old Time Diner Blend Sm
73500|2023-04-22|15:16:08|2|3|Astoria|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
73501|2023-04-22|15:17:04|2|3|Astoria|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
73502|2023-04-22|15:17:04|1|3|Astoria|77|3.0|Bakery|Scone|Oatmeal Scone
73503|2023-04-22|15:18:06|1|3|Astoria|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
73504|2023-04-22|15:18:38|1|8|Hell's Kitchen|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
73505|2023-04-22|15:20:31|2|8|Hell's Kitchen|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
73506|2023-04-22|15:21:41|2|3|Astoria|39|4.25|Coffee|Barista Espresso|Latte Rg
73507|2023-04-22|15:21:58|2|8|Hell's Kitchen|87|3.0|Coffee|Barista Espresso|Ouro Brasileiro shot
73508|2023-04-22|15:24:37|1|8|Hell's Kitchen|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
